Day,Session,Treatment,Subject,Round,SL,Bid,Frequency_Consumption,Size,Time,Quality_Safety,Attention,Typical_SL,Typical_SL_Other,Choose,Minimum_SL,Shopper,Vegan,Significant_Issue,Feeling,Wrong,Consideration,Help_Reduction,Social_Contributes,Promotion,Discard_After,Discard_On,Discard_Smell,Discard_Taste,LD_indication,LD_words,Gender,Age,Education,Income,Marietal_St,Child,Family_Size,Family_Size_Other
2,4,Control,12,9,-1,0,Once a week,1 gallon (128 fl oz),Within a week,Food quality,"Yes, always",14-21 days,,Sometimes,10,Yes,No,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Strongly disagree,Prefer not to answer,Neither agree nor disagree,Prefer not to answer,Strongly agree,Female,21,Some college but no degree,"Less than $25,000","Single (never married, no domestic/live-in partner)",No,1,
2,4,Control,12,10,3,0.5,Once a week,1 gallon (128 fl oz),Within a week,Food quality,"Yes, always",14-21 days,,Sometimes,10,Yes,No,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Strongly disagree,Prefer not to answer,Neither agree nor disagree,Prefer not to answer,Strongly agree,Female,21,Some college but no degree,"Less than $25,000","Single (never married, no domestic/live-in partner)",No,1,
2,4,Control,16,1,,2,Once a week,1 gallon (128 fl oz),Within a week,Food quality,"Yes, always",10-14 days,,Sometimes,5,No,No,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Strongly agree,Somewhat agree,Female,44,Bachelor's degree in college (4-year),"$75,000-$99,999",Married,No,2,
2,4,Control,16,2,1,0.5,Once a week,1 gallon (128 fl oz),Within a week,Food quality,"Yes, always",10-14 days,,Sometimes,5,No,No,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Strongly agree,Somewhat agree,Female,44,Bachelor's degree in college (4-year),"$75,000-$99,999",Married,No,2,
2,4,Control,16,3,14,2,Once a week,1 gallon (128 fl oz),Within a week,Food quality,"Yes, always",10-14 days,,Sometimes,5,No,No,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Strongly agree,Somewhat agree,Female,44,Bachelor's degree in college (4-year),"$75,000-$99,999",Married,No,2,
2,4,Control,16,4,0,0,Once a week,1 gallon (128 fl oz),Within a week,Food quality,"Yes, always",10-14 days,,Sometimes,5,No,No,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Strongly agree,Somewhat agree,Female,44,Bachelor's degree in college (4-year),"$75,000-$99,999",Married,No,2,
2,4,Control,16,5,7,2,Once a week,1 gallon (128 fl oz),Within a week,Food quality,"Yes, always",10-14 days,,Sometimes,5,No,No,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Strongly agree,Somewhat agree,Female,44,Bachelor's degree in college (4-year),"$75,000-$99,999",Married,No,2,
2,4,Control,16,6,5,1,Once a week,1 gallon (128 fl oz),Within a week,Food quality,"Yes, always",10-14 days,,Sometimes,5,No,No,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Strongly agree,Somewhat agree,Female,44,Bachelor's degree in college (4-year),"$75,000-$99,999",Married,No,2,
2,4,Control,16,7,10,2,Once a week,1 gallon (128 fl oz),Within a week,Food quality,"Yes, always",10-14 days,,Sometimes,5,No,No,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Strongly agree,Somewhat agree,Female,44,Bachelor's degree in college (4-year),"$75,000-$99,999",Married,No,2,
2,4,Control,16,8,19,2,Once a week,1 gallon (128 fl oz),Within a week,Food quality,"Yes, always",10-14 days,,Sometimes,5,No,No,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Strongly agree,Somewhat agree,Female,44,Bachelor's degree in college (4-year),"$75,000-$99,999",Married,No,2,
2,4,Control,16,9,-1,0,Once a week,1 gallon (128 fl oz),Within a week,Food quality,"Yes, always",10-14 days,,Sometimes,5,No,No,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Strongly agree,Somewhat agree,Female,44,Bachelor's degree in college (4-year),"$75,000-$99,999",Married,No,2,
2,4,Control,16,10,3,0.75,Once a week,1 gallon (128 fl oz),Within a week,Food quality,"Yes, always",10-14 days,,Sometimes,5,No,No,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Strongly agree,Somewhat agree,Female,44,Bachelor's degree in college (4-year),"$75,000-$99,999",Married,No,2,
2,4,Control,17,1,,4,Once a week,Half gallon (64 fl oz),Within a week,Food safety,Sometimes,10-14 days,,"Never, I usually pick the outermost one on the shelf or just a random one",7,Yes,No,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly disagree,Somewhat agree,Male,33,Bachelor's degree in college (4-year),"$100,000-$149,999",Married,No,2,
2,4,Control,17,2,1,1,Once a week,Half gallon (64 fl oz),Within a week,Food safety,Sometimes,10-14 days,,"Never, I usually pick the outermost one on the shelf or just a random one",7,Yes,No,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly disagree,Somewhat agree,Male,33,Bachelor's degree in college (4-year),"$100,000-$149,999",Married,No,2,
2,4,Control,17,3,14,4,Once a week,Half gallon (64 fl oz),Within a week,Food safety,Sometimes,10-14 days,,"Never, I usually pick the outermost one on the shelf or just a random one",7,Yes,No,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly disagree,Somewhat agree,Male,33,Bachelor's degree in college (4-year),"$100,000-$149,999",Married,No,2,
2,4,Control,17,4,0,0,Once a week,Half gallon (64 fl oz),Within a week,Food safety,Sometimes,10-14 days,,"Never, I usually pick the outermost one on the shelf or just a random one",7,Yes,No,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly disagree,Somewhat agree,Male,33,Bachelor's degree in college (4-year),"$100,000-$149,999",Married,No,2,
2,4,Control,17,5,7,3.5,Once a week,Half gallon (64 fl oz),Within a week,Food safety,Sometimes,10-14 days,,"Never, I usually pick the outermost one on the shelf or just a random one",7,Yes,No,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly disagree,Somewhat agree,Male,33,Bachelor's degree in college (4-year),"$100,000-$149,999",Married,No,2,
2,4,Control,17,6,5,3,Once a week,Half gallon (64 fl oz),Within a week,Food safety,Sometimes,10-14 days,,"Never, I usually pick the outermost one on the shelf or just a random one",7,Yes,No,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly disagree,Somewhat agree,Male,33,Bachelor's degree in college (4-year),"$100,000-$149,999",Married,No,2,
2,4,Control,17,7,10,4,Once a week,Half gallon (64 fl oz),Within a week,Food safety,Sometimes,10-14 days,,"Never, I usually pick the outermost one on the shelf or just a random one",7,Yes,No,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly disagree,Somewhat agree,Male,33,Bachelor's degree in college (4-year),"$100,000-$149,999",Married,No,2,
2,4,Control,17,8,19,4,Once a week,Half gallon (64 fl oz),Within a week,Food safety,Sometimes,10-14 days,,"Never, I usually pick the outermost one on the shelf or just a random one",7,Yes,No,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly disagree,Somewhat agree,Male,33,Bachelor's degree in college (4-year),"$100,000-$149,999",Married,No,2,
2,4,Control,17,9,-1,0,Once a week,Half gallon (64 fl oz),Within a week,Food safety,Sometimes,10-14 days,,"Never, I usually pick the outermost one on the shelf or just a random one",7,Yes,No,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly disagree,Somewhat agree,Male,33,Bachelor's degree in college (4-year),"$100,000-$149,999",Married,No,2,
2,4,Control,17,10,3,1.5,Once a week,Half gallon (64 fl oz),Within a week,Food safety,Sometimes,10-14 days,,"Never, I usually pick the outermost one on the shelf or just a random one",7,Yes,No,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly disagree,Somewhat agree,Male,33,Bachelor's degree in college (4-year),"$100,000-$149,999",Married,No,2,
2,4,Control,18,1,,1.99,Two or three times a month,Half gallon (64 fl oz),Within a week,Both,"Yes, always",10-14 days,,"Yes, always",8,Yes,No,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Female,53,Some college but no degree,"$50,000-$74,999",Widowed/Divorced/Separated,Yes,2,
2,4,Control,18,2,1,1.29,Two or three times a month,Half gallon (64 fl oz),Within a week,Both,"Yes, always",10-14 days,,"Yes, always",8,Yes,No,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Female,53,Some college but no degree,"$50,000-$74,999",Widowed/Divorced/Separated,Yes,2,
2,4,Control,18,3,14,2.19,Two or three times a month,Half gallon (64 fl oz),Within a week,Both,"Yes, always",10-14 days,,"Yes, always",8,Yes,No,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Female,53,Some college but no degree,"$50,000-$74,999",Widowed/Divorced/Separated,Yes,2,
2,4,Control,18,4,0,0.79,Two or three times a month,Half gallon (64 fl oz),Within a week,Both,"Yes, always",10-14 days,,"Yes, always",8,Yes,No,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Female,53,Some college but no degree,"$50,000-$74,999",Widowed/Divorced/Separated,Yes,2,
2,4,Control,18,5,7,1.89,Two or three times a month,Half gallon (64 fl oz),Within a week,Both,"Yes, always",10-14 days,,"Yes, always",8,Yes,No,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Female,53,Some college but no degree,"$50,000-$74,999",Widowed/Divorced/Separated,Yes,2,
2,4,Control,18,6,5,0.99,Two or three times a month,Half gallon (64 fl oz),Within a week,Both,"Yes, always",10-14 days,,"Yes, always",8,Yes,No,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Female,53,Some college but no degree,"$50,000-$74,999",Widowed/Divorced/Separated,Yes,2,
2,4,Control,18,7,10,2.09,Two or three times a month,Half gallon (64 fl oz),Within a week,Both,"Yes, always",10-14 days,,"Yes, always",8,Yes,No,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Female,53,Some college but no degree,"$50,000-$74,999",Widowed/Divorced/Separated,Yes,2,
2,4,Control,18,8,19,2.49,Two or three times a month,Half gallon (64 fl oz),Within a week,Both,"Yes, always",10-14 days,,"Yes, always",8,Yes,No,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Female,53,Some college but no degree,"$50,000-$74,999",Widowed/Divorced/Separated,Yes,2,
2,4,Control,18,9,-1,0,Two or three times a month,Half gallon (64 fl oz),Within a week,Both,"Yes, always",10-14 days,,"Yes, always",8,Yes,No,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Female,53,Some college but no degree,"$50,000-$74,999",Widowed/Divorced/Separated,Yes,2,
2,4,Control,18,10,3,1.39,Two or three times a month,Half gallon (64 fl oz),Within a week,Both,"Yes, always",10-14 days,,"Yes, always",8,Yes,No,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Female,53,Some college but no degree,"$50,000-$74,999",Widowed/Divorced/Separated,Yes,2,
2,4,Control,20,1,,1,Once a week,1 quart (32 fl oz),Within a week,Both,Sometimes,7-10 days,,Sometimes,6,Yes,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Female,58,Bachelor's degree in college (4-year),"$50,000-$74,999",Married,No,2,
2,4,Control,20,2,1,0.99,Once a week,1 quart (32 fl oz),Within a week,Both,Sometimes,7-10 days,,Sometimes,6,Yes,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Female,58,Bachelor's degree in college (4-year),"$50,000-$74,999",Married,No,2,
2,4,Control,20,3,14,1.25,Once a week,1 quart (32 fl oz),Within a week,Both,Sometimes,7-10 days,,Sometimes,6,Yes,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Female,58,Bachelor's degree in college (4-year),"$50,000-$74,999",Married,No,2,
2,4,Control,20,4,0,0.75,Once a week,1 quart (32 fl oz),Within a week,Both,Sometimes,7-10 days,,Sometimes,6,Yes,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Female,58,Bachelor's degree in college (4-year),"$50,000-$74,999",Married,No,2,
2,4,Control,20,5,7,0.85,Once a week,1 quart (32 fl oz),Within a week,Both,Sometimes,7-10 days,,Sometimes,6,Yes,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Female,58,Bachelor's degree in college (4-year),"$50,000-$74,999",Married,No,2,
2,4,Control,20,6,5,0.8,Once a week,1 quart (32 fl oz),Within a week,Both,Sometimes,7-10 days,,Sometimes,6,Yes,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Female,58,Bachelor's degree in college (4-year),"$50,000-$74,999",Married,No,2,
